At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16,Class_label
43, 39, 0, 88, 67, 47, 85, 0, 17, 16, 83, 56, 8, 93, 17, 74, 8
37, 94, 63, 100, 0, 74, 62, 47, 30, 24, 0, 0, 34, 2, 100, 4, 2
43, 61, 28, 7, 48, 67, 38, 54, 92, 54, 100, 28, 61, 8, 82, 2, 3
100, 90, 64, 93, 45, 68, 81, 70, 85, 61, 81, 27, 52, 0, 54, 30, 9
16, 69, 8, 28, 43, 0, 87, 23, 100, 64, 75, 43, 25, 94, 0, 57, 0
45, 72, 9, 78, 72, 76, 47, 27, 55, 79, 100, 46, 69, 8, 0, 0, 9
35, 89, 19, 100, 81, 76, 46, 59, 55, 76, 100, 18, 71, 87, 0, 19, 3
31, 73, 35, 100, 77, 62, 76, 50, 43, 24, 0, 79, 48, 1, 100, 0, 2
0, 58, 51, 62, 15, 85, 74, 100, 76, 75, 51, 3, 15, 25, 20, 11, 1
90, 0, 44, 16, 18, 41, 100, 70, 86, 100, 38, 95, 100, 68, 83, 59, 9
52, 95, 41, 68, 52, 87, 100, 100, 71, 75, 76, 49, 65, 24, 57, 0, 1
0, 38, 18, 14, 49, 81, 81, 100, 100, 92, 85, 61, 69, 63, 63, 0, 1
86, 20, 34, 25, 0, 62, 9, 99, 57, 0, 100, 25, 94, 66, 51, 94, 0
56, 76, 66, 100, 0, 88, 23, 60, 90, 71, 100, 68, 87, 31, 89, 24, 9
0, 86, 58, 100, 89, 89, 68, 63, 56, 46, 100, 25, 71, 2, 8, 0, 3
100, 14, 51, 100, 1, 72, 85, 35, 43, 0, 0, 20, 22, 34, 46, 92, 8
20, 43, 32, 60, 90, 48, 99, 7, 82, 81, 88, 54, 79, 79, 84, 0, 1
100, 80, 60, 62, 0, 48, 26, 79, 81, 100, 90, 67, 59, 32, 30, 0, 9
39, 91, 36, 54, 63, 22, 4, 0, 27, 29, 6, 80, 48, 93, 65, 94, 5
5, 42, 0, 100, 44, 0, 87, 33, 100, 64, 68, 100, 37, 93, 20, 86, 0
25, 100, 11, 78, 0, 2, 3, 81, 89, 27, 100, 44, 57, 75, 86, 92, 4
32, 65, 51, 100, 56, 97, 35, 5, 0, 0, 27, 19, 63, 9, 43, 16, 2
41, 79, 56, 100, 89, 82, 65, 55, 84, 100, 42, 9, 51, 0, 38, 38, 3
51, 33, 17, 12, 17, 21, 63, 0, 100, 42, 30, 93, 29, 99, 0, 52, 0
51, 88, 41, 100, 10, 63, 10, 20, 57, 0, 100, 26, 53, 42, 0, 26, 6
20, 100, 79, 93, 60, 94, 20, 73, 55, 55, 100, 29, 53, 0, 0, 14, 5
0, 74, 14, 40, 10, 0, 13, 14, 47, 56, 71, 93, 46, 100, 0, 64, 0
22, 82, 34, 100, 0, 65, 8, 58, 37, 0, 48, 19, 88, 45, 40, 92, 0
39, 82, 69, 100, 96, 80, 60, 61, 100, 44, 88, 14, 43, 0, 0, 10, 3
72, 71, 73, 100, 29, 87, 66, 73, 80, 54, 92, 16, 3, 0, 4, 49, 9
2, 61, 0, 91, 49, 0, 77, 48, 100, 80, 67, 100, 30, 69, 11, 20, 0
0, 93, 57, 100, 64, 98, 100, 83, 88, 65, 64, 42, 42, 21, 13, 47, 7
70, 100, 39, 88, 36, 66, 89, 90, 88, 6, 100, 42, 68, 32, 0, 0, 9
70, 100, 27, 95, 16, 70, 93, 87, 90, 50, 100, 77, 52, 0, 23, 4, 9
48, 100, 28, 94, 2, 62, 52, 29, 35, 0, 100, 18, 53, 31, 98, 45, 6
55, 80, 73, 100, 75, 77, 68, 49, 100, 74, 80, 6, 34, 37, 0, 63, 3
74, 100, 53, 78, 13, 39, 45, 0, 71, 6, 100, 41, 47, 21, 0, 16, 6
77, 97, 63, 73, 91, 73, 53, 84, 37, 24, 49, 54, 100, 16, 46, 100, 8
35, 100, 79, 94, 70, 58, 40, 25, 66, 0, 25, 17, 53, 19, 100, 2, 2
0, 1, 39, 53, 71, 35, 100, 100, 88, 81, 67, 53, 45, 25, 17, 0, 1
100, 72, 23, 92, 32, 98, 4, 33, 0, 4, 66, 0, 88, 18, 20, 18, 6
100, 100, 68, 81, 40, 57, 99, 28, 24, 0, 59, 10, 18, 25, 0, 14, 6
51, 79, 48, 8, 77, 83, 60, 36, 100, 28, 83, 0, 23, 1, 0, 30, 3
29, 100, 18, 58, 29, 13, 80, 49, 97, 38, 84, 81, 36, 98, 0, 65, 0
60, 37, 93, 55, 10, 77, 100, 100, 72, 78, 50, 52, 7, 26, 22, 86, 1
15, 73, 48, 100, 64, 77, 81, 43, 22, 11, 0, 21, 66, 15, 100, 0, 2
0, 67, 48, 99, 71, 100, 74, 56, 75, 10, 9, 0, 19, 0, 100, 39, 1
44, 36, 0, 24, 33, 0, 74, 14, 100, 46, 29, 85, 53, 100, 16, 79, 0
0, 46, 38, 68, 44, 93, 100, 100, 88, 75, 72, 50, 60, 25, 45, 69, 1
36, 81, 77, 100, 69, 68, 50, 19, 35, 0, 0, 9, 49, 12, 100, 18, 1
52, 68, 72, 100, 100, 81, 71, 52, 94, 35, 97, 6, 48, 0, 0, 5, 3
0, 77, 23, 100, 100, 74, 85, 37, 58, 0, 39, 13, 69, 72, 31, 77, 8
34, 80, 9, 100, 40, 80, 56, 51, 28, 47, 2, 7, 37, 0, 95, 5, 2
66, 100, 35, 69, 23, 33, 43, 0, 98, 1, 52, 32, 43, 37, 0, 18, 6
11, 100, 59, 98, 58, 59, 42, 21, 25, 0, 0, 35, 49, 40, 100, 41, 7
51, 80, 71, 100, 100, 86, 79, 64, 53, 44, 62, 19, 41, 0, 99, 82, 3
41, 80, 54, 100, 92, 83, 76, 49, 58, 12, 0, 0, 43, 17, 100, 2, 2
86, 88, 51, 100, 34, 49, 22, 95, 100, 80, 64, 51, 38, 14, 0, 0, 9
29, 55, 7, 100, 30, 92, 20, 33, 0, 4, 23, 0, 61, 10, 100, 12, 2
7, 98, 0, 58, 20, 18, 56, 0, 91, 15, 100, 58, 8, 94, 81, 100, 0
74, 100, 20, 78, 0, 96, 2, 16, 56, 0, 100, 20, 56, 40, 9, 25, 6
66, 82, 45, 100, 52, 91, 77, 64, 74, 40, 100, 14, 53, 3, 19, 0, 3
67, 100, 38, 97, 44, 76, 47, 54, 58, 80, 100, 21, 95, 6, 35, 0, 3
31, 41, 44, 76, 24, 100, 41, 50, 48, 7, 0, 27, 49, 14, 100, 23, 1
0, 97, 8, 100, 76, 73, 64, 36, 62, 0, 38, 14, 3, 41, 100, 82, 7
14, 71, 68, 100, 61, 63, 29, 91, 82, 56, 7, 34, 57, 0, 0, 17, 9
44, 84, 80, 100, 84, 73, 50, 60, 100, 49, 86, 16, 33, 0, 0, 23, 3
31, 99, 59, 35, 59, 66, 13, 64, 100, 42, 78, 11, 44, 0, 0, 0, 3
59, 100, 9, 64, 41, 23, 61, 17, 100, 70, 73, 82, 57, 87, 50, 38, 4
25, 74, 47, 100, 21, 74, 41, 44, 4, 80, 77, 9, 49, 1, 100, 64, 2
0, 20, 78, 43, 50, 65, 76, 87, 100, 100, 88, 66, 77, 34, 79, 0, 1
0, 73, 22, 81, 88, 100, 100, 87, 39, 73, 20, 48, 82, 22, 94, 62, 1
0, 80, 34, 100, 86, 100, 83, 73, 51, 50, 88, 46, 85, 12, 36, 0, 3
0, 72, 22, 100, 51, 42, 31, 49, 0, 21, 5, 9, 54, 44, 100, 0, 2
0, 89, 52, 100, 94, 80, 77, 63, 39, 40, 19, 17, 40, 0, 100, 3, 2
0, 69, 28, 100, 100, 97, 77, 55, 40, 15, 86, 0, 73, 77, 9, 53, 8
0, 83, 35, 100, 73, 89, 70, 86, 33, 0, 46, 66, 16, 32, 77, 33, 7
51, 52, 35, 65, 51, 45, 8, 0, 0, 40, 1, 82, 67, 100, 48, 99, 5
0, 40, 44, 100, 90, 70, 78, 64, 83, 37, 100, 9, 56, 0, 6, 1, 3
100, 100, 55, 94, 19, 74, 0, 36, 12, 88, 59, 0, 66, 64, 20, 41, 6
88, 75, 0, 60, 11, 13, 95, 0, 100, 28, 85, 64, 41, 100, 1, 73, 0
23, 59, 26, 73, 49, 98, 58, 30, 33, 68, 61, 0, 93, 10, 100, 5, 2
97, 100, 54, 39, 0, 35, 3, 36, 90, 0, 100, 39, 4, 51, 8, 18, 6
49, 88, 67, 100, 81, 60, 40, 51, 98, 47, 100, 14, 46, 0, 0, 11, 3
0, 88, 89, 4, 100, 99, 43, 65, 48, 33, 13, 0, 12, 26, 74, 29, 7
77, 77, 38, 58, 75, 97, 72, 0, 45, 28, 21, 54, 36, 91, 100, 100, 5
19, 68, 32, 100, 50, 79, 59, 89, 25, 91, 0, 27, 88, 4, 100, 0, 2
61, 79, 100, 100, 50, 99, 49, 72, 54, 75, 93, 83, 81, 42, 33, 47, 9
0, 76, 24, 100, 58, 95, 53, 58, 31, 26, 9, 1, 3, 1, 100, 0, 2
56, 12, 66, 100, 0, 91, 23, 64, 91, 73, 100, 62, 54, 29, 62, 0, 9
15, 94, 57, 100, 59, 66, 37, 35, 28, 8, 7, 45, 53, 2, 100, 1, 2
0, 54, 46, 77, 100, 100, 79, 80, 71, 55, 65, 30, 56, 5, 100, 0, 1
80, 71, 59, 100, 18, 73, 44, 34, 27, 0, 0, 20, 16, 50, 100, 74, 8
98, 100, 53, 93, 14, 88, 0, 32, 16, 0, 21, 18, 76, 36, 19, 37, 6
5, 86, 77, 100, 71, 99, 0, 86, 20, 63, 100, 48, 55, 13, 1, 0, 5
96, 66, 43, 39, 40, 5, 22, 0, 0, 49, 22, 73, 61, 46, 100, 100, 5
36, 97, 37, 59, 61, 14, 61, 23, 99, 93, 33, 81, 53, 81, 5, 73, 0
77, 83, 42, 100, 13, 21, 62, 57, 100, 74, 91, 27, 53, 0, 0, 60, 9
80, 79, 76, 100, 95, 71, 59, 40, 100, 7, 84, 0, 27, 4, 80, 27, 3
34, 71, 45, 100, 47, 78, 37, 38, 33, 45, 0, 9, 52, 17, 100, 0, 2
53, 53, 90, 71, 87, 63, 40, 75, 100, 58, 95, 39, 67, 0, 0, 0, 9
0, 92, 45, 100, 45, 92, 76, 51, 77, 4, 57, 0, 50, 35, 100, 32, 7
78, 86, 61, 100, 0, 100, 7, 64, 62, 93, 100, 25, 63, 0, 7, 5, 5
45, 79, 50, 79, 8, 45, 0, 7, 62, 0, 100, 58, 0, 35, 33, 11, 6
0, 60, 56, 77, 89, 100, 89, 96, 81, 72, 78, 47, 78, 23, 100, 0, 1
16, 94, 40, 99, 95, 76, 43, 52, 6, 30, 0, 6, 49, 1, 10, 0, 2
0, 72, 34, 100, 94, 83, 66, 40, 54, 0, 29, 28, 62, 66, 100, 63, 7
10, 79, 18, 48, 39, 17, 0, 50, 3, 38, 10, 71, 52, 87, 100, 100, 5
53, 12, 21, 81, 0, 47, 6, 9, 56, 0, 56, 19, 63, 74, 4, 14, 6
13, 94, 0, 51, 55, 45, 34, 0, 0, 16, 0, 71, 39, 9, 100, 100, 5
46, 66, 100, 82, 59, 16, 0, 80, 41, 64, 46, 56, 62, 27, 33, 0, 9
8, 86, 6, 55, 60, 35, 41, 21, 11, 27, 0, 74, 41, 58, 100, 17, 5
58, 96, 45, 74, 63, 90, 37, 61, 61, 54, 97, 89, 36, 0, 34, 11, 5
0, 93, 39, 100, 90, 34, 87, 45, 86, 0, 41, 4, 45, 36, 100, 39, 7
51, 91, 23, 71, 35, 35, 13, 0, 0, 30, 5, 81, 43, 100, 100, 95, 5
46, 100, 0, 75, 14, 57, 85, 21, 100, 26, 74, 63, 53, 31, 36, 0, 4
62, 100, 30, 75, 20, 49, 52, 44, 100, 49, 87, 58, 66, 56, 50, 0, 4
41, 100, 30, 78, 0, 45, 0, 73, 24, 31, 56, 59, 87, 34, 73, 0, 4
5, 100, 10, 71, 33, 27, 33, 80, 48, 37, 40, 0, 91, 4, 11, 6, 1
54, 100, 18, 75, 0, 55, 60, 51, 100, 71, 74, 56, 46, 19, 28, 0, 4
57, 63, 100, 91, 48, 100, 0, 74, 55, 4, 96, 60, 60, 72, 13, 0, 9
7, 64, 57, 80, 11, 90, 87, 85, 74, 59, 67, 34, 52, 9, 0, 0, 1
38, 88, 52, 70, 44, 62, 35, 94, 76, 26, 76, 56, 50, 28, 31, 0, 9
97, 90, 67, 100, 26, 71, 0, 39, 55, 6, 74, 0, 100, 55, 27, 18, 6
94, 100, 25, 8, 0, 23, 90, 42, 100, 46, 80, 72, 70, 35, 56, 1, 4
11, 100, 11, 89, 59, 45, 61, 59, 0, 17, 65, 55, 100, 100, 48, 98, 8
0, 51, 25, 74, 49, 100, 49, 81, 52, 54, 56, 28, 68, 2, 44, 0, 1
11, 8, 59, 43, 65, 16, 58, 39, 21, 44, 65, 73, 100, 100, 20, 92, 8
0, 97, 62, 100, 56, 76, 69, 38, 62, 56, 14, 6, 3, 39, 100, 38, 7
26, 91, 19, 39, 49, 0, 84, 18, 100, 35, 62, 100, 17, 88, 0, 42, 0
15, 100, 54, 83, 0, 63, 15, 44, 58, 57, 72, 37, 74, 17, 100, 0, 4
0, 43, 33, 61, 19, 79, 52, 100, 93, 79, 83, 63, 80, 26, 74, 0, 1
24, 50, 3, 62, 2, 32, 42, 0, 0, 12, 37, 61, 37, 30, 100, 100, 5
0, 90, 47, 100, 86, 83, 8, 43, 55, 86, 41, 3, 40, 39, 100, 36, 7
100, 88, 62, 100, 23, 85, 0, 54, 4, 18, 39, 5, 41, 26, 18, 32, 6
100, 100, 15, 93, 56, 26, 14, 36, 11, 0, 48, 4, 8, 19, 0, 3, 6
35, 93, 2, 6, 90, 26, 98, 0, 79, 2, 100, 39, 81, 77, 29, 100, 0
15, 87, 60, 100, 95, 84, 50, 66, 4, 49, 100, 18, 9, 0, 0, 1, 3
0, 11, 14, 61, 53, 82, 95, 100, 100, 82, 76, 56, 53, 29, 39, 0, 1
0, 63, 36, 100, 81, 93, 10, 44, 30, 5, 0, 0, 47, 19, 100, 10, 2
100, 94, 90, 100, 45, 26, 24, 16, 66, 47, 85, 20, 47, 33, 0, 0, 5
0, 64, 65, 29, 79, 94, 100, 53, 69, 75, 84, 49, 78, 23, 74, 0, 1
100, 100, 54, 90, 22, 12, 0, 31, 45, 0, 58, 6, 62, 35, 92, 95, 6
40, 67, 68, 94, 48, 16, 30, 35, 35, 2, 74, 0, 44, 15, 0, 14, 6
15, 55, 0, 35, 15, 1, 54, 0, 88, 52, 52, 53, 80, 85, 45, 100, 0
100, 85, 23, 84, 3, 65, 27, 91, 47, 100, 79, 65, 36, 35, 0, 0, 9
91, 95, 43, 71, 25, 65, 72, 59, 100, 64, 92, 23, 52, 0, 0, 8, 9
64, 100, 53, 69, 55, 35, 16, 0, 16, 16, 12, 63, 42, 97, 100, 96, 5
61, 100, 21, 76, 0, 44, 10, 10, 60, 0, 98, 23, 100, 58, 79, 90, 0
100, 98, 66, 24, 30, 90, 17, 60, 48, 7, 64, 17, 34, 48, 0, 6, 5
11, 96, 94, 63, 52, 43, 28, 0, 25, 4, 33, 85, 66, 0, 100, 0, 2
0, 2, 45, 70, 22, 92, 100, 100, 66, 75, 59, 50, 52, 25, 52, 4, 1
35, 69, 55, 100, 87, 81, 70, 44, 34, 17, 24, 19, 50, 91, 100, 0, 2
0, 62, 38, 79, 85, 32, 100, 100, 16, 75, 64, 51, 52, 43, 82, 0, 1
0, 86, 40, 100, 85, 89, 63, 63, 82, 41, 67, 53, 74, 4, 22, 0, 3
33, 100, 11, 75, 0, 43, 44, 24, 91, 70, 100, 62, 76, 33, 64, 73, 4
100, 89, 71, 100, 48, 79, 65, 96, 85, 70, 62, 39, 46, 11, 73, 91, 9
100, 100, 68, 79, 45, 57, 28, 34, 22, 11, 72, 0, 62, 18, 0, 74, 6
48, 68, 59, 95, 100, 100, 78, 16, 43, 31, 48, 9, 40, 11, 88, 0, 2
23, 76, 39, 100, 50, 67, 92, 92, 0, 11, 29, 8, 65, 7, 100, 0, 2
0, 100, 7, 97, 100, 73, 82, 4, 64, 0, 88, 15, 89, 38, 23, 40, 7
100, 100, 85, 97, 65, 68, 27, 33, 99, 0, 86, 10, 47, 24, 0, 19, 6
100, 28, 38, 86, 47, 58, 24, 29, 27, 0, 65, 2, 56, 21, 0, 55, 6
60, 100, 46, 70, 24, 40, 0, 38, 57, 31, 100, 53, 91, 36, 23, 0, 4
82, 62, 5, 100, 28, 91, 48, 54, 99, 74, 100, 35, 66, 47, 0, 2, 9
80, 93, 69, 100, 38, 67, 16, 31, 43, 4, 100, 22, 48, 25, 0, 0, 6
0, 55, 34, 9, 43, 50, 73, 83, 71, 57, 79, 32, 89, 6, 93, 0, 1
0, 90, 38, 34, 69, 95, 68, 69, 87, 50, 100, 19, 70, 0, 32, 79, 3
14, 84, 24, 100, 81, 89, 42, 65, 27, 82, 100, 37, 71, 12, 0, 0, 3
41, 75, 4, 89, 87, 86, 70, 53, 38, 25, 0, 19, 49, 18, 100, 0, 2
58, 96, 100, 100, 53, 93, 15, 74, 46, 58, 77, 34, 66, 9, 0, 0, 5
55, 100, 16, 27, 0, 39, 5, 0, 61, 24, 100, 31, 67, 61, 5, 37, 0
0, 100, 10, 86, 14, 67, 32, 50, 71, 55, 82, 37, 89, 83, 100, 93, 4
40, 98, 17, 76, 0, 24, 65, 77, 84, 90, 100, 70, 55, 100, 4, 95, 0
0, 63, 63, 33, 67, 0, 37, 9, 58, 42, 100, 74, 56, 100, 1, 71, 8
95, 100, 57, 84, 47, 50, 55, 12, 66, 12, 100, 24, 47, 22, 0, 6, 6
0, 20, 17, 38, 80, 99, 14, 53, 55, 0, 96, 13, 56, 31, 100, 30, 7
53, 100, 15, 75, 7, 24, 53, 0, 100, 21, 89, 68, 44, 97, 35, 88, 0
4, 73, 13, 100, 83, 81, 55, 43, 12, 15, 0, 22, 52, 20, 39, 0, 2
79, 2, 0, 87, 39, 19, 95, 13, 28, 0, 46, 40, 47, 87, 39, 100, 8
0, 100, 53, 73, 66, 67, 59, 33, 53, 0, 85, 18, 93, 42, 100, 49, 7
90, 16, 39, 78, 4, 49, 0, 18, 59, 0, 100, 24, 41, 39, 10, 13, 6
23, 69, 69, 33, 48, 0, 0, 7, 48, 50, 12, 81, 68, 100, 17, 71, 8
48, 100, 74, 73, 0, 42, 71, 34, 97, 31, 95, 29, 58, 93, 29, 0, 4
39, 80, 60, 95, 46, 100, 55, 81, 55, 52, 76, 28, 46, 2, 0, 15, 5
0, 100, 19, 99, 83, 79, 71, 39, 66, 83, 100, 23, 55, 40, 6, 22, 7
84, 76, 80, 29, 5, 88, 0, 93, 76, 63, 87, 62, 83, 30, 79, 0, 9
34, 100, 22, 67, 0, 36, 34, 23, 86, 30, 100, 61, 94, 33, 91, 0, 4
14, 63, 55, 32, 34, 0, 78, 80, 100, 47, 79, 92, 37, 100, 0, 71, 0
62, 77, 77, 100, 1, 71, 41, 36, 50, 10, 0, 22, 42, 55, 92, 85, 8
21, 100, 7, 51, 37, 89, 39, 87, 44, 20, 0, 0, 30, 2, 100, 7, 1
39, 100, 0, 61, 95, 14, 0, 0, 100, 37, 78, 88, 29, 100, 16, 49, 0
57, 60, 61, 61, 100, 100, 37, 99, 62, 78, 93, 52, 67, 2, 0, 0, 9
90, 12, 53, 75, 16, 45, 0, 35, 38, 69, 100, 37, 96, 41, 87, 0, 4
29, 91, 100, 100, 79, 100, 4, 95, 21, 68, 68, 42, 68, 14, 86, 0, 5
0, 25, 14, 81, 5, 27, 28, 39, 88, 47, 97, 44, 91, 21, 100, 0, 4
0, 98, 44, 100, 91, 93, 100, 56, 85, 18, 51, 0, 40, 43, 86, 0, 7
41, 100, 28, 60, 11, 70, 21, 12, 70, 0, 100, 39, 59, 52, 0, 21, 6
32, 81, 70, 100, 95, 83, 23, 55, 35, 31, 0, 9, 49, 2, 100, 0, 2
26, 97, 97, 100, 63, 99, 0, 82, 34, 42, 88, 50, 79, 9, 0, 0, 5
7, 20, 0, 100, 42, 100, 100, 100, 90, 80, 61, 55, 39, 28, 23, 0, 7
3, 77, 0, 9, 93, 0, 84, 19, 100, 28, 66, 100, 20, 71, 10, 34, 0
63, 61, 31, 82, 0, 52, 36, 29, 49, 45, 99, 59, 59, 30, 28, 0, 4
100, 100, 28, 84, 16, 73, 21, 41, 52, 16, 19, 0, 53, 16, 0, 22, 6
28, 100, 4, 63, 0, 20, 32, 0, 73, 24, 18, 59, 77, 89, 30, 97, 0
66, 100, 88, 74, 0, 49, 80, 60, 52, 97, 59, 78, 37, 38, 53, 0, 4
32, 67, 48, 100, 82, 83, 72, 48, 30, 19, 67, 0, 37, 13, 100, 12, 2
56, 100, 30, 57, 0, 34, 56, 40, 64, 49, 88, 37, 62, 43, 40, 10, 4
0, 73, 30, 80, 62, 86, 46, 48, 91, 22, 21, 21, 45, 4, 100, 0, 2
75, 96, 92, 100, 72, 100, 54, 81, 41, 10, 100, 40, 67, 5, 0, 0, 5
17, 85, 100, 54, 91, 18, 70, 0, 26, 14, 0, 62, 90, 30, 100, 100, 5
98, 100, 27, 79, 3, 51, 8, 75, 68, 0, 100, 26, 56, 22, 0, 28, 6
25, 67, 15, 26, 57, 28, 100, 61, 95, 74, 42, 34, 0, 70, 1, 26, 0
4, 82, 79, 100, 84, 85, 77, 50, 44, 82, 0, 11, 53, 16, 100, 11, 2
0, 99, 23, 100, 79, 94, 73, 48, 51, 2, 31, 79, 42, 83, 32, 30, 7
30, 100, 54, 60, 4, 16, 49, 0, 93, 87, 78, 14, 56, 99, 1, 90, 0
11, 76, 65, 100, 42, 68, 27, 74, 0, 5, 16, 17, 58, 8, 100, 0, 2
74, 100, 18, 83, 46, 59, 29, 35, 40, 9, 62, 0, 60, 22, 0, 29, 6
21, 100, 0, 69, 62, 32, 29, 0, 82, 16, 95, 52, 79, 86, 20, 82, 0
26, 64, 0, 28, 26, 0, 72, 24, 25, 60, 97, 99, 45, 100, 7, 84, 0
69, 87, 6, 97, 64, 100, 100, 93, 71, 72, 50, 19, 96, 25, 30, 0, 7
0, 57, 14, 91, 50, 100, 55, 66, 37, 61, 24, 77, 62, 6, 100, 15, 2
0, 55, 58, 77, 100, 100, 89, 97, 63, 73, 37, 0, 11, 24, 0, 0, 1
0, 56, 40, 66, 94, 94, 60, 75, 84, 52, 96, 27, 53, 12, 1, 32, 3
20, 63, 42, 100, 36, 88, 30, 46, 23, 4, 0, 2, 50, 0, 39, 4, 1
0, 3, 89, 91, 85, 36, 72, 16, 68, 48, 60, 22, 70, 3, 22, 0, 3
14, 79, 7, 100, 64, 71, 38, 32, 91, 75, 9, 16, 55, 0, 100, 10, 2
65, 82, 17, 100, 17, 49, 100, 5, 58, 85, 0, 41, 20, 72, 12, 98, 8
53, 73, 69, 91, 24, 44, 78, 53, 73, 44, 90, 16, 46, 0, 0, 12, 3
49, 91, 57, 55, 40, 9, 0, 54, 44, 37, 100, 77, 88, 100, 14, 72, 8
100, 100, 15, 90, 33, 75, 25, 60, 0, 45, 0, 30, 61, 15, 0, 0, 1
93, 84, 39, 95, 0, 57, 48, 9, 62, 0, 34, 38, 92, 88, 62, 100, 0
0, 44, 29, 62, 66, 80, 100, 100, 79, 34, 59, 52, 40, 26, 25, 0, 1
100, 100, 69, 4, 50, 93, 33, 58, 23, 43, 90, 29, 0, 15, 0, 0, 1
1, 70, 44, 100, 75, 49, 39, 57, 3, 34, 46, 7, 50, 0, 58, 2, 2
89, 100, 43, 93, 11, 60, 0, 24, 44, 0, 100, 26, 82, 49, 4, 37, 6
20, 98, 97, 100, 100, 99, 31, 88, 41, 81, 30, 30, 77, 0, 0, 13, 5
26, 30, 67, 52, 100, 18, 34, 0, 24, 33, 70, 67, 80, 100, 0, 82, 8
20, 81, 0, 39, 22, 54, 68, 5, 100, 37, 89, 83, 11, 94, 14, 68, 0
5, 70, 34, 100, 41, 83, 56, 45, 75, 43, 20, 12, 3, 0, 0, 82, 3
78, 35, 100, 100, 53, 91, 59, 64, 92, 86, 97, 57, 53, 28, 0, 0, 9
46, 100, 11, 69, 87, 24, 86, 0, 81, 99, 100, 53, 52, 66, 17, 72, 0
35, 100, 81, 100, 19, 87, 10, 53, 73, 47, 100, 16, 46, 0, 10, 84, 5
4, 98, 10, 100, 0, 69, 4, 40, 62, 15, 56, 55, 63, 26, 100, 0, 4
97, 100, 41, 80, 14, 20, 63, 23, 100, 85, 77, 85, 47, 53, 0, 0, 0
2, 100, 1, 97, 76, 67, 65, 33, 59, 0, 35, 9, 0, 37, 100, 7, 7
0, 53, 48, 77, 100, 100, 89, 83, 77, 58, 64, 81, 57, 69, 95, 0, 1
28, 57, 12, 65, 52, 83, 94, 100, 100, 82, 75, 55, 91, 28, 67, 0, 1
77, 100, 55, 75, 58, 48, 36, 21, 64, 0, 100, 16, 49, 85, 0, 10, 6
30, 89, 0, 64, 42, 22, 63, 0, 100, 70, 90, 6, 51, 97, 5, 35, 0
55, 80, 53, 91, 100, 100, 47, 88, 48, 41, 72, 36, 52, 1, 0, 0, 5
26, 95, 3, 38, 28, 15, 74, 0, 100, 35, 84, 80, 41, 64, 0, 78, 0
0, 83, 38, 100, 70, 76, 65, 37, 50, 0, 33, 14, 56, 37, 93, 49, 7
0, 91, 40, 100, 48, 72, 59, 36, 45, 0, 13, 50, 59, 42, 100, 45, 7
23, 100, 8, 59, 83, 45, 64, 5, 24, 51, 0, 48, 23, 92, 100, 100, 5
100, 100, 61, 70, 30, 58, 6, 30, 0, 0, 44, 2, 43, 1, 94, 9, 6
0, 63, 21, 53, 63, 80, 99, 15, 100, 70, 87, 52, 99, 24, 96, 0, 1
0, 63, 65, 30, 36, 0, 89, 10, 100, 49, 86, 93, 49, 100, 82, 71, 0
0, 85, 22, 100, 50, 88, 43, 52, 20, 21, 72, 2, 65, 0, 100, 2, 2
11, 87, 84, 63, 48, 100, 0, 83, 56, 67, 100, 56, 87, 53, 1, 0, 9
35, 57, 100, 81, 75, 100, 23, 85, 0, 58, 3, 50, 90, 32, 84, 0, 9
100, 81, 98, 90, 32, 100, 83, 85, 38, 60, 37, 14, 13, 20, 0, 0, 1
0, 60, 36, 100, 57, 87, 62, 57, 84, 51, 100, 48, 87, 0, 12, 13, 3
0, 43, 47, 64, 77, 99, 82, 15, 46, 25, 23, 0, 33, 36, 89, 44, 7
49, 100, 8, 93, 0, 60, 45, 82, 61, 57, 100, 52, 73, 0, 8, 51, 9
0, 68, 62, 97, 100, 76, 68, 46, 50, 17, 23, 76, 7, 33, 72, 36, 7
74, 79, 91, 68, 0, 74, 24, 100, 75, 98, 83, 61, 89, 79, 100, 0, 9
20, 52, 39, 100, 55, 69, 32, 31, 0, 4, 23, 0, 63, 1, 100, 2, 2
0, 63, 29, 83, 67, 83, 100, 97, 84, 72, 61, 48, 32, 23, 19, 0, 1
0, 100, 14, 99, 63, 82, 61, 40, 34, 0, 17, 19, 38, 33, 100, 39, 7
26, 67, 0, 35, 29, 21, 81, 20, 100, 66, 64, 100, 17, 74, 26, 28, 0
0, 93, 38, 100, 37, 94, 73, 62, 23, 30, 12, 74, 47, 10, 100, 44, 1
100, 100, 42, 83, 21, 56, 18, 27, 34, 37, 100, 0, 71, 8, 0, 79, 6
30, 85, 9, 64, 38, 14, 7, 0, 86, 57, 14, 64, 51, 3, 100, 100, 5
70, 58, 100, 86, 55, 7, 0, 82, 26, 62, 92, 58, 80, 29, 75, 0, 9
0, 100, 56, 96, 15, 77, 73, 43, 45, 10, 53, 0, 85, 31, 78, 33, 7
4, 97, 19, 44, 66, 25, 19, 33, 62, 78, 57, 100, 15, 71, 0, 29, 0
0, 69, 44, 88, 59, 100, 57, 67, 53, 34, 44, 29, 14, 37, 100, 0, 1
